sno,chapter_verse,chapter,verse,eng_def,eng_dict,eng_shloka,sanskrit_shloka,hindi_def,hindi_shloka,telugu_def,telugu_shloka,next,prev
502,15.2,15,2,"The branches of the tree extend upward and downward, nourished by the three guṇas, with the objects of the senses as tender buds.  The roots of the tree hang downward, causing the flow of karma in the human form.  Below, its roots branch out causing (karmic) actions in the world of humans.","{""adhaḥ"": ""downward"", ""cha"": ""and"", ""ūrdhvam"": ""upward"", ""prasṛitāḥ"": ""extended"", ""tasya"": ""its"", ""śhākhāḥ"": ""branches"", ""guṇa"": ""modes of material nature"", ""pravṛiddhāḥ"": ""nourished"", ""viṣhaya"": ""objects of the senses"", ""pravālāḥ"": ""buds"", ""mūlāni"": ""roots"", ""anusantatāni"": ""keep growing"", ""karma"": ""actions"", ""anubandhīni"": ""bound"", ""manuṣhya-loke"": ""in the world of humans""}","adhaśh chordhvaṁ prasṛitās tasya śhākhā 
 guṇa-pravṛiddhā viṣhaya-pravālāḥ 
 adhaśh cha mūlāny anusantatāni 
 karmānubandhīni manuṣhya-loke","अधश्चोर्ध्वं प्रसृतास्तस्य शाखागुणप्रवृद्धा विषयप्रवाला: |
अधश्च मूलान्यनुसन्ततानिकर्मानुबन्धीनि मनुष्यलोके || 2||",इस वृक्ष की शाखाएँ ऊपर तथा नीचे की ओर फैलती हैं और इन्द्रिय विषयों के साथ कोमल कोंपलों के समान तीनों गुणों द्वारा पोषित होती हैं। वृक्ष की जड़ें नीचे की ओर भी लटकी होती हैं जिसके कारण मानव जन्म में कर्मों का प्रवाह होता है। इसकी नीचे के ओर की जड़ों की शाखाएँ संसार में मानव जाति के कर्मों का कारण हैं।,"अधश्चोर्ध्वं प्रसृतास्तस्य शाखा गुणप्रवृद्धा विषयप्रवालाः। 
 
अधश्च मूलान्यनुसन्ततानि कर्मानुबन्धीनि मनुष्यलोके ॥2॥","త్రి-గుణములచే పోషించబడి, ఈ చెట్టు యొక్క శాఖలు, పైకి మరియు క్రిందికి విస్తరించి ఉంటాయి, ఇంద్రియ విషయములు వాటికి చిగుర్ల వలె ఉంటాయి. మానవ రూపంలో కర్మ ప్రవహించటానికి, చెట్టు యొక్క వేర్లు క్రిందికి వ్రేలాడుతూ ఉంటాయి. క్రిందిన, దాని యొక్క వేర్లు శాఖలుగా విస్తరించి, మనుష్య లోకములో కర్మలను కలుగచేస్తాయి.","అధశ్చోర్ధ్వం ప్రసృతాస్తస్య శాఖా  
  గుణప్రవృద్ధా విషయప్రవాలాః ।  
  అధశ్చమూలాన్యనుసంతతాని  
  కర్మానుబంధీని మనుష్యలోకే ।। 2 ।।",503,501
503,15.3,15,3,"The real form of this tree is not perceived in this world, neither its beginning nor end, nor its continued existence.  But this deep-rooted aśhvatth tree must be cut down with a strong axe of detachment.  Then one must search out the base of the tree, which is the Supreme Lord, from whom streamed forth the activity of the universe a long time ago.  Upon taking refuge in Him, one will not return to this world again.","{""na"": ""not"", ""rūpam"": ""form"", ""asya"": ""of this"", ""iha"": ""in this world"", ""tathā"": ""as such"", ""upalabhyate"": ""is perceived"", ""antaḥ"": ""end"", ""cha"": ""and"", ""ādiḥ"": ""beginning"", ""sampratiṣhṭhā"": ""the basis"", ""aśhvattham"": ""sacred fig tree"", ""enam"": ""this"", ""su-virūḍha-mūlam"": ""deep-rooted"", ""asaṅga-śhastreṇa"": ""by the axe of detachment"", ""dṛiḍhena"": ""strong"", ""chhittvā"": ""having cut down"", ""tataḥ"": ""then"", ""padam"": ""place"", ""tat"": ""that"", ""parimārgitavyam"": ""one must search out"", ""yasmin"": ""where"", ""gatāḥ"": ""having gone"", ""nivartanti"": ""return"", ""bhūyaḥ"": ""again"", ""tam"": ""to him"", ""eva"": ""certainly"", ""ādyam"": ""original"", ""puruṣham"": ""the Supreme Lord"", ""prapadye"": ""take refuge"", ""yataḥ"": ""whence"", ""pravṛittiḥ"": ""the activity"", ""prasṛitā"": ""streamed forth"", ""purāṇi"": ""very old""}","na rūpam asyeha tathopalabhyate 
 nānto na chādir na cha sampratiṣhṭhā 
 aśhvattham enaṁ su-virūḍha-mūlam 
 asaṅga-śhastreṇa dṛiḍhena chhittvā 
 tataḥ padaṁ tat parimārgitavyaṁ 
 yasmin gatā na nivartanti bhūyaḥ 
 tam eva chādyaṁ puruṣhaṁ prapadye 
 yataḥ pravṛittiḥ prasṛitā purāṇī","न रूपमस्येह तथोपलभ्यतेनान्तो न चादिर्न च सम्प्रतिष्ठा |
अश्वत्थमेनं सुविरूढमूलमसङ्गशस्त्रेण दृढेन छित्त्वा || 3||तत: पदं तत्परिमार्गितव्यं यस्मिन्गता न निवर्तन्ति भूय: |
तमेव चाद्यं पुरुषं प्रपद्येयत: प्रवृत्ति: प्रसृता पुराणी || 4||","इस संसार में इस वृक्ष के वास्तविक स्वरूप का बोध नहीं हो सकता और न ही इसके आदि, अंत और निरन्तर अस्तित्व को जाना जा सकता है। अतः इस गहन जड़ों वाले अश्वत्थ वृक्ष को विरक्ति रूपी सशक्त शस्त्र से काट देना चाहिए तभी कोई इसके आधार को जान सकता है जो कि परम प्रभु हैं जिनसे ब्रह्माण्ड की गतिविधियों का अनादिकाल से प्रवाह हुआ है और उनकी शरण ग्रहण करने पर फिर कोई इस संसार में लौट कर नहीं आता।","न रूपमस्येह तथोपलभ्यते नान्तो न चादिर्न च सम्प्रतिष्टा।  
 
अश्वत्थमेनं सुविरूढमूल-मसङ्गशस्त्रेण दृढेन छित्त्वा ॥3॥  
 
ततः पदं तत्परिमार्गितव्यं यस्मिन्गता न निवर्तन्ति भूयः। 
 
तमेव चाद्यं पुरुष प्रपद्ये यतः प्रवृत्ति प्रसृता पुराणी ॥4॥","ఈ వృక్షము యొక్క నిజ స్వరూపము ఈ జగత్తులో గ్రహింపబడదు, దాని యొక్క మొదలు, చివర, లేదా సనాతన అస్తిత్వము కూడా అర్థం కావు. కానీ, ఈ యొక్క లోతైన వేర్లు కల అశ్వత్థ వృక్షమును అనాసక్తి/వైరాగ్యమనే బలమైన గొడ్డలిచే ఖండించివేయాలి. ఆ తరువాత ఆ వృక్షము యొక్క మొదలు వెతకాలి, అదియే ఆ భగవంతుడు, ఆయన నుండే ఈ జగత్తు యొక్క ఉత్పత్తి సనాతన కాలం క్రితం సంభవించినది. ఆయనను ఆశ్రయించిన తరువాత మళ్ళీ మనం ఈ జగత్తు లోనికి రాము.","న రూపమస్యేహ తథోపలభ్యతే  
  నాంతో న చాదిర్న చ సంప్రతిష్ఠా ।  
  అశ్వత్థమేనం సువిరూఢమూలమ్  
  అసంగశస్త్రేణ ధృడేన ఛిత్త్వా ।। 3 ।।
తతః పదం తత్పరిమార్గితవ్యం  
  యస్మిన్ గతా న నివర్తంతి భూయః ।  
  తమేవ చాద్యం పురుషం ప్రపద్యే  
  యతః ప్రవృత్తిః ప్రసృతా పురాణీ ।। 4 ।।",504,502
503,15.4,15,4,"The real form of this tree is not perceived in this world, neither its beginning nor end, nor its continued existence.  But this deep-rooted aśhvatth tree must be cut down with a strong axe of detachment.  Then one must search out the base of the tree, which is the Supreme Lord, from whom streamed forth the activity of the universe a long time ago.  Upon taking refuge in Him, one will not return to this world again.","{""na"": ""not"", ""rūpam"": ""form"", ""asya"": ""of this"", ""iha"": ""in this world"", ""tathā"": ""as such"", ""upalabhyate"": ""is perceived"", ""antaḥ"": ""end"", ""cha"": ""and"", ""ādiḥ"": ""beginning"", ""sampratiṣhṭhā"": ""the basis"", ""aśhvattham"": ""sacred fig tree"", ""enam"": ""this"", ""su-virūḍha-mūlam"": ""deep-rooted"", ""asaṅga-śhastreṇa"": ""by the axe of detachment"", ""dṛiḍhena"": ""strong"", ""chhittvā"": ""having cut down"", ""tataḥ"": ""then"", ""padam"": ""place"", ""tat"": ""that"", ""parimārgitavyam"": ""one must search out"", ""yasmin"": ""where"", ""gatāḥ"": ""having gone"", ""nivartanti"": ""return"", ""bhūyaḥ"": ""again"", ""tam"": ""to him"", ""eva"": ""certainly"", ""ādyam"": ""original"", ""puruṣham"": ""the Supreme Lord"", ""prapadye"": ""take refuge"", ""yataḥ"": ""whence"", ""pravṛittiḥ"": ""the activity"", ""prasṛitā"": ""streamed forth"", ""purāṇi"": ""very old""}","na rūpam asyeha tathopalabhyate 
 nānto na chādir na cha sampratiṣhṭhā 
 aśhvattham enaṁ su-virūḍha-mūlam 
 asaṅga-śhastreṇa dṛiḍhena chhittvā 
 tataḥ padaṁ tat parimārgitavyaṁ 
 yasmin gatā na nivartanti bhūyaḥ 
 tam eva chādyaṁ puruṣhaṁ prapadye 
 yataḥ pravṛittiḥ prasṛitā purāṇī","न रूपमस्येह तथोपलभ्यतेनान्तो न चादिर्न च सम्प्रतिष्ठा |
अश्वत्थमेनं सुविरूढमूलमसङ्गशस्त्रेण दृढेन छित्त्वा || 3||तत: पदं तत्परिमार्गितव्यं यस्मिन्गता न निवर्तन्ति भूय: |
तमेव चाद्यं पुरुषं प्रपद्येयत: प्रवृत्ति: प्रसृता पुराणी || 4||","इस संसार में इस वृक्ष के वास्तविक स्वरूप का बोध नहीं हो सकता और न ही इसके आदि, अंत और निरन्तर अस्तित्व को जाना जा सकता है। अतः इस गहन जड़ों वाले अश्वत्थ वृक्ष को विरक्ति रूपी सशक्त शस्त्र से काट देना चाहिए तभी कोई इसके आधार को जान सकता है जो कि परम प्रभु हैं जिनसे ब्रह्माण्ड की गतिविधियों का अनादिकाल से प्रवाह हुआ है और उनकी शरण ग्रहण करने पर फिर कोई इस संसार में लौट कर नहीं आता।","न रूपमस्येह तथोपलभ्यते नान्तो न चादिर्न च सम्प्रतिष्टा।  
 
अश्वत्थमेनं सुविरूढमूल-मसङ्गशस्त्रेण दृढेन छित्त्वा ॥3॥  
 
ततः पदं तत्परिमार्गितव्यं यस्मिन्गता न निवर्तन्ति भूयः। 
 
तमेव चाद्यं पुरुष प्रपद्ये यतः प्रवृत्ति प्रसृता पुराणी ॥4॥","ఈ వృక్షము యొక్క నిజ స్వరూపము ఈ జగత్తులో గ్రహింపబడదు, దాని యొక్క మొదలు, చివర, లేదా సనాతన అస్తిత్వము కూడా అర్థం కావు. కానీ, ఈ యొక్క లోతైన వేర్లు కల అశ్వత్థ వృక్షమును అనాసక్తి/వైరాగ్యమనే బలమైన గొడ్డలిచే ఖండించివేయాలి. ఆ తరువాత ఆ వృక్షము యొక్క మొదలు వెతకాలి, అదియే ఆ భగవంతుడు, ఆయన నుండే ఈ జగత్తు యొక్క ఉత్పత్తి సనాతన కాలం క్రితం సంభవించినది. ఆయనను ఆశ్రయించిన తరువాత మళ్ళీ మనం ఈ జగత్తు లోనికి రాము.","న రూపమస్యేహ తథోపలభ్యతే  
  నాంతో న చాదిర్న చ సంప్రతిష్ఠా ।  
  అశ్వత్థమేనం సువిరూఢమూలమ్  
  అసంగశస్త్రేణ ధృడేన ఛిత్త్వా ।। 3 ।।
తతః పదం తత్పరిమార్గితవ్యం  
  యస్మిన్ గతా న నివర్తంతి భూయః ।  
  తమేవ చాద్యం పురుషం ప్రపద్యే  
  యతః ప్రవృత్తిః ప్రసృతా పురాణీ ।। 4 ।।",504,502
504,15.5,15,5,"Those who are free from vanity and delusion, who have overcome the evil of attachment, who dwell constantly on the self and on God, who are free from the desire to enjoy the senses, and are beyond the dualities of pleasure and pain, such liberated personalities attain My eternal Abode.","{""niḥ"": ""free from"", ""māna"": ""vanity"", ""mohāḥ"": ""delusion"", ""jita"": ""having overcome"", ""saṅga"": ""attachment"", ""doṣhāḥ"": ""evils"", ""adhyātma-nityāḥ"": ""dwelling constantly on the self and on God"", ""vinivṛitta"": ""free from"", ""kāmāḥ"": ""desire to enjoy senses"", ""dvandvaiḥ"": ""from the dualities"", ""vimuktāḥ"": ""liberated"", ""sukha-duḥkha"": ""pleasure and pain"", ""saṁjñaiḥ"": ""known as"", ""gachchhanti"": ""attain"", ""amūḍhāḥ"": ""unbewildered"", ""padam"": ""abode"", ""avyayam"": ""eternal"", ""tat"": ""that""}","nirmāna-mohā jita-saṅga-doṣhā 
 adhyātma-nityā vinivṛitta-kāmāḥ 
 dvandvair vimuktāḥ sukha-duḥkha-sanjñair 
 gachchhanty amūḍhāḥ padam avyayaṁ tat","निर्मानमोहा जितसङ्गदोषाअध्यात्मनित्या विनिवृत्तकामा: |
द्वन्द्वैर्विमुक्ता: सुखदु:खसंज्ञैर्गच्छन्त्यमूढा: पदमव्ययं तत् || 5||","वे जो अभिमान और मोह से मुक्त रहते हैं एवं जिन्होंने आसक्ति की बुराई पर विजय पा ली है, जो निरन्तर अपनी आत्मा और भगवान में लीन रहते हैं, जो इन्द्रिय भोग की कामना से मुक्त रहते हैं और सुख-दुख के द्वन्द्वों से परे हैं, ऐसे मुक्त जीव मेरा नित्य ध मि प्राप्त करते हैं।","निर्मानमोहा जितसङ्गदोषा अध्यात्मनित्या विनिवृत्तकामाः । 
 
द्वन्द्वैर्विमुक्ताः सुखदुःखसंज्ञैर्गच्छन्त्यमूढाः पदमव्ययं तत् ॥5॥","దురభిమానము మరియు మోహము లేకుండా ఉన్నవారు, మమకారాసక్తియనే అరిష్టాన్ని జయించినవారు, సతతమూ ఆత్మ, భగవంతుని చింతనలోనే ఉన్నవారు, ఇంద్రియ భోగములను అనుభవించాలని కోరికలు లేని వారు, సుఖదుఃఖములనెడి ద్వంద్వములకు అతీతులై ఉన్నవారు,  ఇటువంటి ముక్తజీవులు నా పరమపదమును చేరుకుంటారు.","నిర్మానమోహా జితసంగదోషా  
  అధ్యాత్మనిత్యా వినివృత్తకామాః ।  
  ద్వంద్వైర్విముక్తాః సుఖదుఃఖసంజ్ఞైః  
  గచ్ఛంత్యమూఢాః పదమవ్యయం తత్ ।। 5 ।।",505,503
505,15.6,15,6,"Neither the sun nor the moon, nor fire can illumine that Supreme Abode of Mine.  Having gone There, one does not return to this material world again.","{""na"": ""never"", ""tat"": ""that"", ""bhāsayate"": ""illumine"", ""sūryaḥ"": ""the sun"", ""śhaśhāṅkaḥ"": ""the moon"", ""pāvakaḥ"": ""fire"", ""yat"": ""where"", ""gatvā"": ""having gone"", ""nivartante"": ""they return"", ""dhāma"": ""abode"", ""paramam"": ""supreme"", ""mama"": ""Mine""}","na tad bhāsayate sūryo na śhaśhāṅko na pāvakaḥ 
 yad gatvā na nivartante tad dhāma paramaṁ mama","न तद्भासयते सूर्यो न शशाङ्को न पावक: |
यद्गत्वा न निवर्तन्ते तद्धाम परमं मम || 6||","न तो सूर्य, न ही चन्द्रमा और न ही अग्नि मेरे सर्वोच्च लोक को प्रकाशित कर सकते हैं। वहाँ जाकर फिर कोई पुनः इस भौतिक संसार में लौट कर नहीं आता।","न तद्भासयते सूर्यो न शशाङ्को न पावकः ।  
 
यद्गत्वा न निर्वतन्ते तद्धाम परमं मम॥6॥","సూర్యుడు కానీ, చంద్రుడు కానీ, అగ్ని కానీ ఇవేవీ నా పరం ధామమును ప్రకాశింపచేయలేవు. అక్కడికి వెళ్లిన పిదప, జనులు మరల ఈ భౌతిక లోకానికి తిరిగిరారు.","న తద్భాసయతే సూర్యో న శశాంకో న పావకః ।  
  యద్గత్వా న నివర్తంతే తద్ధామ పరమం మమ ।। 6 ।।",506,504
506,15.7,15,7,"The embodied souls in this material world are My eternal fragmental parts.  But bound by material nature, they are struggling with the six senses including the mind.","{""mama"": ""My"", ""eva"": ""only"", ""anśhaḥ"": ""fragmental part"", ""jīva-loke"": ""in the material world"", ""jīva-bhūtaḥ"": ""the embodied souls"", ""sanātanaḥ"": ""eternal"", ""manaḥ"": ""with the mind"", ""ṣhaṣhṭhāni"": ""the six"", ""indriyāṇi"": ""senses"", ""prakṛiti-sthāni"": ""bound by material nature"", ""karṣhati"": ""struggling""}","mamaivānśho jīva-loke jīva-bhūtaḥ sanātanaḥ 
 manaḥ-ṣhaṣhṭhānīndriyāṇi prakṛiti-sthāni karṣhati","ममैवांशो जीवलोके जीवभूत: सनातन: |
मन:षष्ठानीन्द्रियाणि प्रकृतिस्थानि कर्षति || 7||",इस भौतिक संसार की आत्माएँ मेरा शाश्वत अणु अंश हैं लेकिन प्राकृत शक्ति के बंधन के कारण वे मन सहित छः इन्द्रियों के साथ संघर्ष करती हैं।,"ममैवांशो जीवलोके जीवभूतः सनातनः । 
 
मनःषष्ठानीन्द्रियाणि प्रकृतिस्थानि कर्षति॥7॥","భౌతిక జగత్తులో ఉన్న జీవాత్మలు నా యొక్క సనాతనమైన అంశములు. కానీ, భౌతిక శక్తిచే కట్టివేయబడి, వారు మనస్సుతో కలిపి ఉన్న ఆరు ఇంద్రియములతో ప్రయాస పడుతున్నారు.","మమైవాంశో జీవలోకే జీవభూతః సనాతనః ।  
  మనః షష్ఠానీంద్రియాణి ప్రకృతిస్థాని కర్షతి ।। 7 ।।",507,505
507,15.8,15,8,"As the air carries fragrance from place to place, so does the embodied soul carry the mind and senses with it, when it leaves an old body and enters a new one.","{""śharīram"": ""the body"", ""yat"": ""as"", ""avāpnoti"": ""carries"", ""cha api"": ""also"", ""utkrāmati"": ""leaves"", ""īśhvaraḥ"": ""lord of the material body, the embodied soul"", ""gṛihītvā"": ""taking"", ""etāni"": ""these"", ""sanyāti"": ""goes away"", ""vāyuḥ"": ""the air"", ""gandhān"": ""fragrance"", ""iva"": ""like"", ""āśhayāt"": ""from seats""}","śharīraṁ yad avāpnoti yach chāpy utkrāmatīśhvaraḥ 
 gṛihītvaitāni sanyāti vāyur gandhān ivāśhayāt","शरीरं यदवाप्नोति यच्चाप्युत्क्रामतीश्वर: |
गृहीत्वैतानि संयाति वायुर्गन्धानिवाशयात् || 8||",जिस प्रकार से वायु सुगंध को एक स्थान से दूसरे स्थान पर ले जाती है उसी प्रकार से देहधारी आत्मा जब पुराने शरीर का त्याग करती है और नये शरीर में प्रवेश करती है उस समय वह अपने साथ मन और इन्द्रियों को भी ले जाती है।,"शरीरं यदवाप्नोति यच्चाप्यत्क्रामतीश्वरः। 
 
गृहीत्वैतानि संयाति वायुर्गन्धानिवाशयात् ॥8॥","ఎలాగైతే గాలి, సుగంధమును ఒకచోటి నుండి ఇంకొక చోటికి తీస్కువెళుతుందో, జీవాత్మ కూడా, పాత శరీరమును విడిచి, కొత్త శరీరంలోనికి ప్రవేశిస్తున్నప్పుడు, మనస్సు మరియు ఇంద్రియములను తనతో పాటుగా తీసుకెళుతుంది.","శరీరం యదవాప్నోతి యచ్చాప్యుత్క్రామతీశ్వరః ।  
  గృహీత్వైతాని సంయాతి వాయుర్గంధానివాశయాత్ ।। 8 ।।",508,506
508,15.9,15,9,"Using the sense perceptions of the ears, eyes, skin, tongue, and nose, which are grouped around the mind, the embodied soul savors the objects of the senses.","{""śhrotram"": ""ears"", ""chakṣhuḥ"": ""eyes"", ""sparśhanam"": ""the sense of touch"", ""cha"": ""also"", ""rasanam"": ""tongue"", ""ghrāṇam"": ""nose"", ""eva"": ""also"", ""adhiṣhṭhāya"": ""grouped around"", ""manaḥ"": ""mind"", ""ayam"": ""they"", ""viṣhayān"": ""sense objects"", ""upasevate"": ""savors""}","śhrotraṁ chakṣhuḥ sparśhanaṁ cha rasanaṁ ghrāṇam eva cha 
 adhiṣhṭhāya manaśh chāyaṁ viṣhayān upasevate","श्रोत्रं चक्षु: स्पर्शनं च रसनं घ्राणमेव च |
अधिष्ठाय मनश्चायं विषयानुपसेवते || 9||","कान, आंख, त्वचा, जिह्वा और नासिका के इन्द्रिय बोध जो मन के चारों ओर समूहबद्ध हैं, के साथ देहधारी आत्मा इन्द्रिय विषयों का भोग करती है।","श्रोत्रं चक्षुः स्पर्शनं च रसनं घ्राणमेव च । 
 
अधिष्ठाय मनश्चायं विषयानुपसेवते ॥9॥","మనస్సును ఆశ్రయించి ఉన్న ఇంద్రియములు - చెవులు, కన్నులు, చర్మము, నాలుక మరియు ముక్కు - వీటి యొక్క గ్రహణశక్తితో, జీవాత్మ ఇంద్రియ వస్తువిషయములను ఆస్వాదిస్తుంటుంది.","శ్రోత్రం చక్షుః స్పర్శనం చ రసనం ఘ్రాణమేవ చ ।  
  అధిష్ఠాయ మనశ్చాయం విషయానుపసేవతే ।। 9 ।।",509,507
509,15.1,15,10,"The ignorant do not perceive the soul as it resides in the body, and as it enjoys sense objects; nor do they perceive it when it departs.  But those who possess the eyes of knowledge can behold it.","{""utkrāmantam"": ""departing"", ""sthitam"": ""residing"", ""vā api"": ""or even"", ""bhuñjānam"": ""enjoys"", ""vā"": ""or"", ""guṇa-anvitam"": ""under the spell of the modes of material nature"", ""vimūḍhāḥ"": ""the ignorant"", ""na"": ""not"", ""anupaśhyanti"": ""percieve"", ""paśhyanti"": ""behold"", ""jñāna-chakṣhuṣhaḥ"": ""those who possess the eyes of knowledge""}","utkrāmantaṁ sthitaṁ vāpi bhuñjānaṁ vā guṇānvitam 
 vimūḍhā nānupaśhyanti paśhyanti jñāna-chakṣhuṣhaḥ","उत्क्रामन्तं स्थितं वापि भुञ्जानं वा गुणान्वितम् |
विमूढा नानुपश्यन्ति पश्यन्ति ज्ञानचक्षुष: || 10||",अज्ञानी आत्मा का अनुभव नहीं कर पाते जबकि यह शरीर में रहती है और इन्द्रिय विषयों का भोग करती है और न ही उन्हें इसके शरीर से प्रस्थान करने का बोध होता है लेकिन वे जिनके नेत्र ज्ञान से युक्त होते हैं वे इसे देख सकते हैं।,"उत्क्रामन्तं स्थितं वापि भुञ्जानं वा गुणान्वितम् । 
 
विमूढा नानुपश्यन्ति पश्यन्ति ज्ञानचक्षुषः ॥10॥","అది ఇంద్రియ వస్తువిషములను ఆనందిస్తూ దేహములోనే ఉన్నప్పుడు కానీ లేదా అది దేహమును విడిచివెళ్లినప్పుడు కానీ, జీవాత్మను అజ్ఞానులు గమనించరు. కానీ జ్ఞాన నేత్రములు కలవారు దానిని దర్శించగలరు.","ఉత్క్రామంతం స్థితం వాపి భుంజానం వా గుణాన్వితమ్ ।  
  విమూఢా నానుపశ్యంతి పశ్యంతి జ్ఞాన చక్షుషః ।। 10 ।।",510,508
510,15.11,15,11,"Striving yogis too are able to realize the soul enshrined in the body.  However, those whose minds are not purified cannot cognize it, even though they strive to do so.","{""yatantaḥ"": ""strive"", ""yoginaḥ"": ""yogis"", ""cha"": ""too"", ""enam"": ""this"", ""paśhyanti"": ""cognize"", ""ātmani"": ""in the body"", ""avasthitam"": ""enshrined"", ""api"": ""even though"", ""akṛita-ātmānaḥ"": ""those whose minds are not purified"", ""na"": ""not"", ""achetasaḥ"": ""unaware""}","yatanto yoginaśh chainaṁ paśhyanty ātmany avasthitam 
 yatanto ‘py akṛitātmāno nainaṁ paśhyanty achetasaḥ","यतन्तो योगिनश्चैनं पश्यन्त्यात्मन्यवस्थितम् |
यतन्तोऽप्यकृतात्मानो नैनं पश्यन्त्यचेतस: || 11||",भगवद्प्राप्ति के लिए प्रयासरत योगी यह जानने में समर्थ हो जाते हैं कि आत्मा शरीर में प्रतिष्ठित है किन्तु जिनका मन शुद्ध नहीं है वे प्रयत्न करने के बावजूद भी इसे जान नहीं सकते।,"यतन्तो योगिनश्चैनं पश्यन्त्यात्मन्यवस्थितम्। 
 
यतन्तोऽप्यकृतात्मानो नैनं पश्यन्त्यचेतसः ॥11॥","గట్టిగా పరిశ్రమించే యోగులు కూడా దేహములోనే స్థితమై ఉన్న ఆత్మను తెలుసుకోగలుగుతారు. కానీ, ఎంత ప్రయత్నించినా, అంతఃకరణ శుద్ధి లేని వారు మాత్రం దానిని తెలుసుకొనలేరు.","యతంతో యోగినశ్చైనం పశ్యంత్యాత్మన్యవస్థితమ్ ।  
  యతంతోఽప్యకృతాత్మానో నైనం పశ్యంత్యచేతసః ।। 11 ।।",511,509
511,15.12,15,12,Know that I am like the brilliance of the sun that illuminates the entire solar system.  The radiance of the moon and the brightness of the fire also come from Me.,"{""yat"": ""which"", ""āditya-gatam"": ""in the sun"", ""tejaḥ"": ""brightness"", ""jagat"": ""solar system"", ""bhāsayate"": ""illuminates"", ""akhilam"": ""entire"", ""chandramasi"": ""in the moon"", ""cha"": ""also"", ""agnau"": ""in the fire"", ""tat"": ""that"", ""viddhi"": ""know"", ""māmakam"": ""Mine""}","yad āditya-gataṁ tejo jagad bhāsayate ’khilam 
 yach chandramasi yach chāgnau tat tejo viddhi māmakam","यदादित्यगतं तेजो जगद्भासयतेऽखिलम् |
यच्चन्द्रमसि यच्चाग्नौ तत्तेजो विद्धि मामकम् || 12||",यह जान लो कि मैं सूर्य के तेज के समान हूँ जो पूरे ब्रह्माण्ड को प्रकाशित करता है। सूर्य का तेज और अग्नि की दीप्ति मुझसे ही उत्पन्न होती है।,"यदादित्यगतं तेजो जगद्भासयतेऽखिलम्। 
 
यच्चन्द्रमसि यच्चाग्नौ तत्तेजो विद्धि मामकम् ॥12॥",సమస్త సౌర మండలమును ప్రకాశింపచేసే సూర్యుని తేజస్సుని నేనే అని తెలుసుకొనుము. చంద్రుని యొక్క ప్రకాశము మరియు అగ్ని యొక్క కాంతి నానుండే ఉద్భవిస్తున్నాయని తెలుసుకొనుము.,"యదాదిత్యగతం తేజో జగద్భాసయతేఽఖిలమ్ ।  
  యచ్చంద్రమసి యచ్చాగ్నౌ తత్తేజో విద్ధి మామకమ్ ।। 12 ।।",512,510
512,15.13,15,13,"Permeating the earth, I nourish all living beings with My energy.  Becoming the moon, I nourish all plants with the juice of life.","{""gām"": ""earth"", ""āviśhya"": ""permeating"", ""cha"": ""and"", ""bhūtāni"": ""living beings"", ""dhārayāmi"": ""sustain"", ""aham"": ""I"", ""ojasā"": ""energy"", ""puṣhṇāmi"": ""nourish"", ""auṣhadhīḥ"": ""plants"", ""sarvāḥ"": ""all"", ""somaḥ"": ""the moon"", ""bhūtvā"": ""becoming"", ""rasa-ātmakaḥ"": ""supplying the juice of life""}","gām āviśhya cha bhūtāni dhārayāmy aham ojasā 
 puṣhṇāmi chauṣhadhīḥ sarvāḥ somo bhūtvā rasātmakaḥ","गामाविश्य च भूतानि धारयाम्यहमोजसा |
पुष्णामि चौषधी: सर्वा: सोमो भूत्वा रसात्मक: || 13||",पृथ्वी पर व्याप्त रहकर मैं सभी जीवों को अपनी शक्ति से पोषित करता हूँ। चन्द्रमा के रूप में मैं सभी पेड़-पौधों और वनस्पतियों को जीवन रस प्रदान करता हूँ।,"गामाविश्य च भूतानि धारयाम्यहमोजसा। 
 
पुष्णामि चौषधीः सर्वाः सोमो भूत्वा रसात्मकः ॥13॥","పృథ్వి యందు అంతటా ప్రవేశించి వ్యాపించి ఉండి, నేను సమస్త ప్రాణులను నా శక్తి చే పోషిస్తుంటాను. చంద్రుడిగా ఉండి, సమస్త వృక్షజాతికి పుష్టిని చేకూరుస్తుంటాను.","గామావిశ్య చ భూతాని ధారయామ్యహమోజసా ।  
  పుష్ణామి చౌషధీః సర్వాః సోమో భూత్వా రసాత్మకః ।। 13 ।।",513,511
